Id,Mohafaza,Caza,City,Date,relig1,relig2,relig3,relig4,relig5,relig6,relig7,relig8,relig9,relig10,relig11,relig12,sectsj1,sectsj2,sectsj3,sectsj4,sectsj5,sectsj6,sectsj7,sectsj8,sectarian1,sectarian2,sectarian3,sectarian4,sectarian5,polfriends,mcp1,mcp2,mcp3,mcp4,mcp5,mcp6,mcp7,mcp8,mcp9,mcp10,mcp11,polinterest,conservsoc,conservecon,conservpol,lebpol,intlnews,nationews,localnews,govnews,commnews,econnews,intlaffnews,menanews,entnews,newspaper,radio,tv,socmedia,webapp,news1,news2,news3,news4,newsother,radio1,radio2,radio3,radio4,radioother,tv1,tv2,tv3,tv4,tv5,tv6,tv7,tv8,tvother,webapp1,webapp2,webapp3,webapp4,webappother,smartphone,cellphone,desktopcomp,laptop,tablet,mobileint,internetuse,facebook,twitter,instagram,socmediaother,socmediamost,postfreq,fbfriendspol,twitterpol,fbfriendssect,twittersect,somediapolitical,socmediarelig,socpolmod,Prmt,Tweet1_order,Tweet1_1,Tweet1_2,Tweet1_3,Tweet2_order,Tweet2_1,Tweet2_2,Tweet2_3,Tweet3_order,Tweet3_1,Tweet3_2,Tweet3_3,Tweet4_order,Tweet4_1,Tweet4_2,Tweet4_3,Tweet5_order,Tweet5_1,Tweet5_2,Tweet5_3,Tweet6_order,Tweet6_1,Tweet6_2,Tweet6_3,Tweet7_order,Tweet7_1,Tweet7_2,Tweet7_3,Tweet8_order,Tweet8_1,Tweet8_2,Tweet8_3,sex,Age,Sect,EdLvl,HHIncome,Job,JobDes,NoJob
444,5,21,33,11/16/17,5,4,2,2,3,4,2,2,4,1,2,3,2,3,NA,NA,4,NA,NA,NA,4,3,4,4,3,3,5,4,5,4,2,4,4,4,5,4,5,3,3,3,3,2,3,2,2,2,3,2,3,2,2,4,4,1,4,4,15,NA,NA,NA,1,10,NA,NA,NA,1,2,8,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,5,1,NA,NA,NA,1,5,4,6,2,5,2,2,2,4,4,1,1,1,5,1,1,1,8,1,1,1,3,11,11,2,6,NA,NA,1,2,11,11,1,7,11,11,NA,1,11,11,5,2,14,8,4,4,1,16,6
445,6,24,37,11/15/17,4,2,4,4,2,2,4,4,2,3,4,4,2,2,4,2,4,2,2,2,4,2,4,2,2,3,4,2,4,4,2,4,2,3,3,4,4,5,2,1,3,3,3,3,3,3,3,3,3,3,2,4,4,2,4,4,15,NA,NA,NA,1,10,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,1,2,1,2,1,2,3,4,1,2,3,4,2,3,2,2,2,5,1,8,8,1,2,1,1,1,4,9,9,9,3,10,10,10,5,1,1,1,6,11,11,11,7,9,9,6,8,10,10,10,2,4,5,5,3,2,2,1
446,5,21,33,11/16/17,4,3,2,4,5,3,4,2,4,1,4,4,2,3,4,3,4,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,4,2,3,1,2,2,2,2,3,3,2,2,1,4,4,2,4,3,15,NA,NA,NA,1,10,NA,NA,NA,1,2,6,8,13,NA,NA,NA,NA,3,12,NA,NA,NA,1,1,2,2,2,2,1,1,1,NA,NA,NA,1,2,3,6,2,5,2,2,1,3,4,2,1,1,3,9,9,7,8,2,1,1,2,10,10,10,5,9,10,7,6,10,10,9,1,6,7,4,7,8,9,8,2,12,8,3,3,2,2,3
447,5,21,33,11/16/17,4,4,2,4,3,4,4,2,4,1,4,2,2,2,4,2,4,3,5,3,5,5,5,5,5,1,3,4,3,4,2,2,4,3,4,3,4,2,5,3,3,1,2,1,1,1,2,2,2,2,3,4,2,1,4,3,15,NA,NA,NA,1,2,6,NA,NA,1,3,6,13,NA,NA,NA,NA,NA,3,2,NA,NA,NA,1,1,2,2,2,2,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,7,7,1,7,1,1,1,8,10,10,2,4,9,10,1,1,8,9,1,5,5,4,1,2,1,1,1,6,7,6,1,2,43,8,2,3,1,28,6
448,5,21,33,11/16/17,4,4,2,4,3,4,4,2,4,1,4,2,2,2,4,2,3,2,4,2,5,5,5,5,5,1,4,4,4,4,2,4,4,4,4,4,4,2,5,3,3,1,3,2,2,2,3,4,3,3,2,4,4,1,3,3,15,NA,NA,NA,1,10,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,1,2,2,2,2,1,2,1,NA,NA,NA,1,4,1,6,1,5,2,2,2,2,2,2,2,1,7,10,10,3,3,1,2,1,6,9,11,7,4,7,7,4,1,6,7,3,5,8,7,4,8,7,6,4,1,19,8,3,3,2,2,2
449,5,21,32,11/16/17,4,2,4,2,2,2,2,4,2,3,2,4,1,1,5,1,5,1,1,1,3,2,3,3,2,1,2,2,2,3,2,2,2,2,4,2,4,2,2,3,1,3,2,2,2,2,2,3,2,2,1,4,4,1,2,2,15,NA,NA,NA,1,10,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,1,1,2,2,2,2,1,2,1,NA,NA,NA,1,2,3,6,2,5,2,2,3,3,6,3,3,1,8,2,3,1,5,2,4,1,1,8,8,4,2,6,5,2,4,10,10,4,3,7,8,5,7,9,8,9,2,32,7,5,4,1,31,6
450,5,21,32,11/16/17,5,4,2,4,2,4,4,2,4,1,4,2,1,1,5,2,4,2,2,2,5,5,5,5,5,1,4,2,4,5,1,4,2,4,5,4,5,3,4,4,4,4,2,2,2,2,2,3,2,2,1,4,4,2,3,2,15,NA,NA,NA,1,10,NA,NA,NA,1,1,2,5,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,1,2,1,2,2,1,1,1,2,3,NA,2,3,4,3,3,2,2,1,1,2,2,10,10,8,6,7,6,3,3,9,10,7,1,9,9,5,8,5,3,1,7,8,9,7,4,5,4,2,5,9,10,6,2,24,2,5,5,1,17,6
452,5,22,34,11/18/17,5,5,1,5,2,4,4,2,4,1,4,2,2,3,NA,3,3,3,3,3,5,4,4,5,5,1,2,2,2,3,4,2,2,2,4,2,4,2,4,3,3,1,3,1,1,2,2,3,3,3,3,4,4,1,4,4,15,NA,NA,NA,1,10,NA,NA,NA,1,3,6,8,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,1,1,1,1,NA,NA,1,3,1,1,1,4,5,5,1,2,11,11,1,6,10,9,1,5,NA,NA,1,7,8,8,1,1,37,8,3,3,1,48,6
453,5,22,34,11/18/17,5,5,1,4,2,4,4,2,4,1,4,2,2,3,NA,4,3,2,3,2,4,3,4,5,3,3,4,3,4,NA,4,4,4,4,4,4,5,3,4,3,3,2,3,2,2,2,3,3,3,3,4,4,4,1,4,4,15,NA,NA,NA,1,10,NA,NA,NA,1,3,6,7,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,2,1,2,2,2,2,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,1,1,1,6,NA,NA,1,4,1,1,1,8,6,6,1,3,11,11,1,1,10,10,1,5,9,8,1,2,11,11,1,2,40,8,2,3,1,45,6
454,5,22,34,11/18/17,5,5,1,5,2,4,4,2,4,1,4,3,2,2,4,2,4,2,2,2,4,5,5,5,5,3,NA,3,4,4,4,4,4,4,4,4,3,4,3,3,3,2,3,2,2,3,3,2,3,3,2,4,4,2,4,4,15,NA,NA,NA,1,10,NA,NA,NA,1,5,6,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,1,1,5,11,11,11,2,1,1,1,1,7,7,7,7,11,11,1,4,NA,NA,NA,8,NA,NA,NA,6,10,10,1,2,11,8,2,4,1,41,6
455,5,22,34,11/18/17,4,2,NA,3,4,3,2,2,4,1,2,4,NA,NA,NA,3,3,3,3,3,4,3,2,4,2,3,4,4,4,4,2,4,4,4,4,4,4,4,2,2,3,2,4,3,3,4,4,2,3,3,1,4,4,3,4,4,15,NA,NA,NA,1,10,NA,NA,NA,1,2,3,5,6,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,1,1,1,6,1,1,1,1,1,1,1,3,NA,NA,1,8,6,5,1,4,9,9,1,2,4,4,1,5,10,9,1,2,16,8,3,4,1,3,6
456,5,22,34,11/18/17,5,5,1,5,2,5,4,2,4,1,4,NA,3,3,3,3,NA,3,3,3,5,5,5,5,5,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,2,4,3,3,3,2,4,4,4,3,4,4,3,4,4,15,NA,NA,NA,1,10,NA,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,1,1,7,NA,NA,1,5,1,1,1,1,6,6,1,6,11,11,1,3,NA,NA,1,8,6,6,1,2,6,9,1,1,34,8,3,NA,2,2,2
457,5,22,34,11/18/17,4,2,NA,3,NA,3,3,2,NA,1,2,NA,NA,NA,3,NA,NA,3,3,3,4,3,2,5,3,3,4,4,4,4,2,4,4,4,4,3,5,2,3,3,3,2,2,2,2,2,3,2,3,3,2,2,4,1,4,4,2,NA,NA,NA,1,10,NA,NA,NA,1,10,13,NA,NA,NA,NA,NA,NA,3,14,NA,NA,NA,1,1,2,2,2,2,1,4,1,NA,NA,NA,1,5,4,6,2,5,2,2,2,1,4,1,1,1,1,NA,NA,NA,2,1,1,1,7,6,6,NA,5,NA,NA,1,8,11,11,1,3,NA,NA,1,6,11,11,1,2,17,8,4,4,1,50,6
458,5,22,34,11/18/17,4,2,2,4,4,2,2,4,4,1,2,4,2,3,3,3,3,3,3,3,5,4,3,4,NA,3,4,4,4,4,3,4,4,4,4,4,4,3,3,3,3,2,3,3,3,3,3,2,3,3,2,4,4,2,4,4,15,NA,NA,NA,1,10,NA,NA,NA,1,2,3,6,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,4,1,NA,NA,NA,1,5,4,6,2,5,2,2,2,4,5,1,1,1,6,NA,NA,1,2,1,1,1,3,9,9,1,4,9,9,1,8,11,10,1,7,NA,NA,1,1,11,10,1,2,26,8,4,4,1,50,6
459,5,22,34,11/18/17,5,5,1,4,3,4,4,2,4,1,4,3,NA,2,4,2,4,2,2,2,5,4,4,4,4,1,4,4,4,3,4,4,4,4,4,3,5,2,4,3,3,2,2,1,1,2,2,3,3,2,3,4,3,1,3,4,15,NA,NA,NA,1,5,6,NA,NA,1,3,6,8,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,4,1,NA,NA,NA,1,4,1,6,1,5,2,2,2,2,3,1,1,1,4,11,9,6,2,1,1,1,1,6,6,2,8,11,10,8,5,10,6,2,7,NA,NA,1,6,11,10,7,1,11,8,4,4,1,30,6
460,5,22,34,11/18/17,4,4,2,4,3,4,2,2,4,2,2,4,2,2,4,2,4,3,3,3,4,3,4,4,3,2,4,5,4,4,2,4,4,4,4,3,5,2,4,3,3,2,1,1,1,2,2,2,2,2,2,3,3,1,4,4,14,NA,NA,NA,4,5,6,NA,NA,1,3,5,6,13,NA,NA,NA,NA,3,14,NA,NA,NA,1,1,2,2,2,2,1,4,1,3,NA,NA,1,4,2,6,2,5,2,2,2,5,6,7,7,3,1,1,1,1,8,1,1,1,4,6,4,1,2,7,7,1,5,11,11,7,3,NA,NA,1,7,11,11,8,2,20,8,3,4,1,8,6
461,5,22,34,11/18/17,5,5,1,5,2,4,4,2,4,1,4,2,2,3,4,NA,NA,2,2,2,5,5,4,5,5,3,3,3,4,NA,4,2,3,4,4,3,5,3,4,3,3,2,3,3,3,3,3,3,3,3,3,4,4,2,4,4,15,NA,NA,NA,1,10,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,1,1,2,11,11,8,3,1,1,1,1,NA,NA,1,8,11,11,8,4,NA,NA,NA,6,1,1,1,7,NA,NA,1,1,3,8,3,3,2,2,3
462,5,22,34,11/18/17,5,5,2,4,3,4,3,2,4,1,2,4,NA,NA,3,NA,3,3,3,3,4,3,3,4,3,3,4,4,4,4,2,4,4,4,4,4,4,4,3,3,3,2,3,2,2,2,3,2,2,2,2,4,4,2,4,4,15,NA,NA,NA,1,10,NA,NA,NA,1,2,3,6,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,3,1,NA,NA,NA,1,5,4,6,2,5,2,2,2,2,4,1,1,1,7,NA,NA,1,3,1,1,1,8,11,11,3,1,7,7,1,6,11,11,1,2,NA,NA,1,5,11,11,1,1,24,8,5,4,1,49,6
463,5,22,34,11/18/17,4,2,3,4,4,3,2,2,4,1,2,NA,3,3,NA,3,NA,4,4,4,4,3,4,4,3,3,5,5,5,5,2,4,5,5,5,4,5,4,3,4,3,2,3,3,3,3,3,1,2,2,2,2,4,2,4,4,2,7,NA,NA,1,10,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,2,1,3,NA,NA,1,5,4,6,2,5,2,2,2,3,3,1,1,1,2,NA,NA,1,6,1,1,1,4,11,11,6,1,10,7,1,5,11,11,6,7,NA,NA,NA,8,11,11,9,2,41,8,3,4,1,9,6
464,5,22,35,11/18/17,5,3,2,4,3,4,4,2,4,1,4,3,4,3,2,4,NA,5,4,5,4,4,5,5,5,1,2,2,4,3,4,2,2,3,4,3,4,2,3,1,4,5,2,1,1,2,1,2,2,2,1,3,2,1,3,3,1,NA,NA,NA,1,1,4,8,NA,1,1,4,10,NA,NA,NA,NA,NA,1,2,7,9,NA,1,1,2,2,2,2,1,3,1,2,NA,NA,1,3,3,4,2,3,1,2,2,5,7,11,11,11,8,1,1,1,2,8,8,3,4,11,9,6,6,NA,NA,1,5,10,8,1,3,11,11,6,1,11,11,8,2,26,1,4,4,1,50,6
465,5,22,35,11/18/17,5,4,2,4,3,4,2,2,4,1,1,3,4,3,4,3,4,4,4,4,4,3,5,4,4,3,5,5,5,5,1,5,5,5,5,4,5,2,4,2,3,1,2,1,1,1,1,2,2,1,1,3,1,1,3,3,6,NA,NA,NA,1,2,6,NA,NA,1,2,3,6,NA,NA,NA,NA,NA,1,2,12,NA,NA,1,1,2,2,2,2,1,2,1,3,NA,NA,1,3,2,6,2,5,1,1,2,5,6,1,1,1,5,1,1,1,3,1,1,1,1,11,11,10,4,9,10,6,7,11,11,8,8,8,8,1,2,11,11,9,2,19,1,3,4,1,22,6
466,5,22,34,11/20/17,5,4,2,4,2,4,3,2,4,2,3,2,4,4,3,4,4,4,4,4,5,5,5,5,5,1,4,4,4,4,2,4,4,4,4,4,4,2,4,2,3,1,2,1,1,1,2,3,3,3,4,4,3,1,4,3,15,NA,NA,NA,1,6,NA,NA,NA,1,5,6,13,NA,NA,NA,NA,NA,3,2,NA,NA,NA,1,1,2,2,2,2,1,3,1,3,NA,NA,1,3,3,6,1,5,2,2,2,4,8,1,1,1,5,7,5,1,6,1,1,1,7,8,9,1,4,8,7,1,1,8,9,1,2,8,8,1,3,7,7,1,2,12,8,3,3,1,3,6
467,6,24,37,11/16/17,5,5,2,5,2,4,5,1,5,1,4,3,4,4,3,3,3,5,4,4,5,3,5,5,5,3,4,5,5,5,2,4,4,5,5,4,5,3,4,1,3,3,3,2,1,1,2,3,3,3,2,4,4,2,1,2,15,NA,NA,NA,1,10,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,10,NA,NA,NA,1,1,2,1,1,2,1,1,1,3,NA,NA,1,5,3,6,2,5,2,2,2,5,3,1,1,1,8,7,7,1,1,1,1,1,6,9,8,1,7,7,7,1,4,11,11,1,5,6,7,1,2,6,6,1,1,17,2,2,4,2,2,2
468,5,22,34,11/20/17,5,4,1,5,3,4,4,1,5,1,4,2,2,2,4,2,5,2,2,2,5,4,5,5,4,1,4,4,4,5,2,4,4,3,4,4,4,1,3,1,3,1,2,1,1,1,2,3,3,3,2,4,4,1,4,3,15,NA,NA,NA,1,10,NA,NA,NA,1,2,5,13,NA,NA,NA,NA,NA,3,12,NA,NA,NA,1,1,2,2,2,2,1,2,1,NA,NA,NA,1,3,3,6,2,5,2,2,2,2,8,3,2,1,6,7,7,3,7,2,2,1,2,8,9,6,1,5,5,1,5,10,9,6,4,8,9,4,3,7,5,2,2,38,8,3,4,2,2,3
469,5,22,34,11/20/17,4,3,3,4,5,3,2,4,3,2,2,4,1,1,5,2,5,2,3,2,4,3,4,4,4,3,2,2,2,3,2,2,2,2,5,2,4,2,2,3,2,2,3,2,2,2,2,3,3,3,3,4,3,1,4,3,15,NA,NA,NA,1,5,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,1,13,NA,NA,NA,5,1,2,2,2,2,1,2,1,NA,NA,NA,1,4,3,6,2,5,2,2,1,4,3,1,1,1,1,8,8,4,4,2,2,1,5,8,9,5,8,5,3,2,6,10,10,4,2,10,10,6,7,10,9,6,2,30,8,4,4,1,27,6
470,5,22,34,11/20/17,4,4,2,4,3,4,4,2,4,2,4,3,2,2,4,2,4,4,4,4,4,4,5,5,4,3,4,4,4,4,2,4,4,4,4,4,4,2,4,2,3,2,3,2,2,2,3,4,3,4,2,4,4,2,3,4,15,NA,NA,NA,1,10,NA,NA,NA,1,2,5,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,1,2,2,1,2,1,NA,NA,NA,1,3,4,6,2,5,2,2,2,5,7,2,2,1,3,9,10,3,6,2,2,1,2,10,11,6,8,8,7,3,1,8,8,4,4,8,7,2,5,8,6,3,1,25,8,4,4,1,40,6
472,3,12,20,11/13/17,5,5,1,4,4,4,4,2,4,2,4,4,2,2,5,2,5,4,4,4,5,4,4,4,3,3,4,4,4,4,2,4,4,4,4,4,4,4,3,2,3,3,2,2,2,2,3,2,2,2,3,4,4,2,1,2,15,NA,NA,NA,1,10,NA,NA,NA,1,5,6,NA,NA,NA,NA,NA,NA,1,12,13,NA,NA,6,1,2,2,1,2,1,2,1,3,NA,NA,1,1,3,6,2,5,1,2,2,4,5,1,1,1,2,1,1,1,4,1,1,1,8,11,10,11,6,1,1,1,3,11,11,11,1,11,11,11,7,11,11,10,2,3,8,2,3,1,41,6
473,3,12,20,11/13/17,5,5,1,5,3,4,2,2,4,1,2,4,3,3,3,3,4,3,4,4,5,5,4,5,5,3,4,4,4,5,2,5,5,4,4,4,4,4,4,2,4,1,3,2,2,2,2,2,2,2,2,4,4,2,1,2,15,NA,NA,NA,1,10,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,1,10,NA,NA,NA,1,1,2,2,2,2,1,2,1,NA,NA,NA,1,2,3,6,2,5,2,2,2,4,6,1,1,1,1,1,1,1,7,1,1,1,8,9,10,1,3,1,1,1,4,10,10,2,5,10,10,1,2,10,10,1,2,10,7,3,4,1,46,6
474,3,12,20,11/13/17,5,5,1,5,2,5,5,1,5,1,5,3,1,1,5,2,5,1,1,5,5,2,5,5,2,3,4,5,5,5,1,5,5,4,5,5,5,1,4,2,2,5,2,1,1,1,2,1,2,1,1,4,4,1,1,1,15,NA,NA,NA,1,10,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,2,9,NA,NA,1,1,2,2,2,2,1,1,1,3,NA,NA,1,5,3,6,2,5,1,1,2,1,8,1,2,1,2,2,3,1,6,2,2,1,1,10,11,9,7,1,1,1,5,11,11,10,3,10,8,6,4,11,10,1,1,16,7,1,3,2,2,2
475,3,12,20,11/13/17,5,5,2,5,4,4,2,2,5,1,3,2,1,1,5,2,5,1,1,1,4,2,2,2,2,3,5,5,5,4,1,5,5,4,4,4,4,1,4,1,2,3,1,1,1,1,2,1,1,1,4,1,4,1,1,1,1,2,NA,NA,1,10,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,1,2,1,1,1,1,1,1,3,NA,NA,1,1,3,6,2,5,1,2,1,2,6,3,2,1,4,3,3,1,8,3,2,1,7,11,11,10,5,1,2,2,3,10,8,9,1,11,11,11,2,10,11,11,1,28,7,3,3,1,4,6
476,3,12,20,11/13/17,5,5,1,5,1,4,5,1,5,1,5,4,1,1,5,1,5,1,1,1,5,4,5,5,5,1,5,5,5,5,4,5,5,4,5,5,5,4,4,1,3,4,3,2,1,1,1,1,2,2,1,4,2,1,4,4,15,NA,NA,NA,1,4,NA,NA,NA,1,2,4,5,10,11,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,1,2,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,1,1,1,2,1,1,1,7,10,10,1,5,11,11,1,4,11,11,1,3,11,11,1,1,11,11,1,6,11,11,1,1,25,7,3,3,1,28,6
477,3,12,20,11/13/17,5,5,2,5,4,2,5,4,4,5,5,2,1,1,5,1,5,1,1,1,5,2,5,4,3,3,5,5,5,5,4,5,5,5,5,5,5,5,3,1,3,3,3,3,1,2,1,4,3,2,2,4,2,2,2,2,15,NA,NA,NA,1,5,NA,NA,NA,1,1,5,6,NA,NA,NA,NA,NA,1,4,NA,NA,NA,1,1,2,2,1,2,1,2,1,NA,NA,NA,1,1,2,6,3,5,2,2,2,1,3,1,1,1,2,1,1,1,4,1,1,1,1,11,11,11,6,11,11,11,5,11,11,11,8,11,11,11,7,11,11,11,2,14,7,3,3,1,28,6
478,3,12,20,11/13/17,4,3,2,4,4,3,4,3,3,2,4,4,2,2,5,2,5,2,2,2,4,3,4,4,5,3,5,4,4,4,2,4,4,4,4,4,4,3,2,1,4,NA,2,2,1,2,2,3,2,3,2,4,4,2,2,4,15,NA,NA,NA,1,10,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,1,1,NA,NA,NA,1,5,3,6,2,5,2,2,2,5,5,1,1,1,2,1,1,1,6,1,1,1,3,11,11,11,4,11,11,11,8,11,11,11,1,11,11,11,7,11,11,11,2,10,7,3,3,1,46,6
479,3,13,21,11/21/17,5,5,2,5,3,5,5,2,5,1,4,2,2,2,5,2,5,2,2,2,5,5,4,4,5,3,5,5,5,4,2,4,4,5,4,4,4,3,4,1,4,NA,2,2,1,1,1,2,2,2,3,4,4,2,1,4,15,NA,NA,NA,1,10,NA,NA,NA,1,2,5,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,1,1,NA,NA,NA,1,5,3,6,2,5,2,2,2,2,4,1,1,1,8,1,1,1,7,1,1,1,3,11,11,11,5,11,11,11,2,11,11,11,1,11,11,11,6,11,11,11,2,28,3,5,3,1,49,6
480,3,13,22,11/21/17,5,3,2,4,4,3,4,3,4,2,4,3,5,2,5,2,2,3,3,3,4,2,4,4,5,3,5,5,5,4,2,4,4,4,4,4,4,2,2,1,4,NA,3,1,1,1,1,3,3,3,1,4,4,1,4,4,15,NA,NA,NA,1,10,NA,NA,NA,1,1,2,5,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,1,1,NA,NA,NA,1,5,3,6,1,5,2,2,2,3,1,1,1,1,7,1,1,1,3,11,11,1,2,11,11,11,5,11,11,1,6,11,11,11,8,11,11,11,4,11,11,11,1,10,8,4,3,1,43,6
481,3,13,22,11/21/17,4,4,2,4,2,4,5,2,4,2,4,3,1,2,5,2,5,2,3,2,5,3,4,5,5,3,5,5,5,4,2,4,4,4,4,4,4,2,4,1,4,NA,1,1,1,1,1,2,1,2,3,4,3,1,2,4,15,NA,NA,NA,1,5,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,2,1,NA,NA,NA,1,5,3,6,2,5,2,2,2,3,4,1,1,1,3,1,1,1,2,1,1,1,1,11,11,1,5,11,11,11,8,11,11,11,7,11,11,1,6,11,11,1,2,28,8,3,3,1,3,6
482,3,12,20,11/13/17,4,4,2,4,3,3,4,2,4,2,4,3,1,2,5,2,5,2,2,2,4,2,5,4,5,3,4,4,5,4,2,4,4,4,4,4,4,2,2,1,3,4,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,NA,NA,1,4,NA,NA,NA,1,1,4,NA,NA,NA,NA,NA,NA,1,10,12,NA,NA,1,1,2,2,1,2,1,1,1,3,NA,NA,1,5,3,6,2,5,1,2,1,4,4,NA,NA,NA,6,1,1,1,3,11,11,11,8,11,11,1,7,11,11,11,1,11,11,1,2,11,11,11,5,11,11,11,2,25,7,3,4,1,3,6
483,3,13,22,11/21/17,5,5,1,5,2,5,5,1,5,1,5,3,5,2,5,1,2,5,5,5,5,5,5,5,5,1,5,5,5,5,4,5,5,5,5,5,5,5,4,1,3,3,4,4,4,4,4,4,4,4,1,4,4,3,4,4,15,NA,NA,NA,1,10,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,2,1,2,2,2,2,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,1,1,1,5,1,1,1,2,1,1,1,1,11,11,1,8,11,11,1,4,11,11,1,6,11,11,1,3,11,11,1,2,34,8,2,3,1,28,6
484,3,13,22,11/21/17,5,2,2,4,5,1,5,5,1,3,5,1,1,1,5,1,5,1,3,1,5,5,5,5,5,1,5,5,5,5,4,5,5,5,5,5,5,1,3,1,1,1,1,1,1,1,1,4,1,1,4,4,4,1,1,1,15,NA,NA,NA,1,10,NA,NA,NA,1,5,8,NA,NA,NA,NA,NA,NA,1,12,13,NA,NA,5,1,2,2,1,2,1,1,1,NA,NA,NA,1,5,1,6,1,5,2,2,2,2,6,1,1,1,3,1,1,1,7,1,1,1,8,11,11,11,5,11,11,11,2,11,11,11,4,11,11,11,1,11,11,11,2,4,8,5,3,1,47,6
485,3,13,22,11/21/17,5,5,1,5,1,1,3,4,4,1,4,3,1,1,5,1,5,1,1,1,5,5,5,5,5,1,5,5,5,5,4,5,5,5,5,5,5,5,3,1,3,3,4,3,3,4,3,4,3,4,2,4,4,3,2,4,15,NA,NA,NA,1,10,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,1,2,1,2,1,NA,NA,NA,1,2,1,6,1,5,2,2,2,2,4,1,1,1,7,1,1,1,1,1,1,1,8,11,11,2,3,10,11,10,6,11,11,11,2,11,11,11,5,11,11,11,1,3,8,3,3,1,22,6
486,3,13,21,11/21/17,5,5,1,5,1,5,5,1,4,2,4,4,3,3,3,3,3,3,3,3,4,4,3,4,3,2,4,4,4,4,3,4,3,4,4,4,2,4,4,2,3,3,3,3,2,2,2,2,2,2,2,4,4,2,2,4,15,NA,NA,NA,1,10,NA,NA,NA,1,1,2,4,7,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,1,2,2,2,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,6,1,1,1,3,7,8,5,8,11,11,1,7,11,11,1,2,11,11,1,5,11,11,1,4,11,11,1,2,39,3,2,2,1,24,6
