Id,Mohafaza,Caza,City,Date,relig1,relig2,relig3,relig4,relig5,relig6,relig7,relig8,relig9,relig10,relig11,relig12,sectsj1,sectsj2,sectsj3,sectsj4,sectsj5,sectsj6,sectsj7,sectsj8,sectarian1,sectarian2,sectarian3,sectarian4,sectarian5,polfriends,mcp1,mcp2,mcp3,mcp4,mcp5,mcp6,mcp7,mcp8,mcp9,mcp10,mcp11,polinterest,conservsoc,conservecon,conservpol,lebpol,intlnews,nationews,localnews,govnews,commnews,econnews,intlaffnews,menanews,entnews,newspaper,radio,tv,socmedia,webapp,news1,news2,news3,news4,newsother,radio1,radio2,radio3,radio4,radioother,tv1,tv2,tv3,tv4,tv5,tv6,tv7,tv8,tvother,webapp1,webapp2,webapp3,webapp4,webappother,smartphone,cellphone,desktopcomp,laptop,tablet,mobileint,internetuse,facebook,twitter,instagram,socmediaother,socmediamost,postfreq,fbfriendspol,twitterpol,fbfriendssect,twittersect,somediapolitical,socmediarelig,socpolmod,Prmt,Tweet1_order,Tweet1_1,Tweet1_2,Tweet1_3,Tweet2_order,Tweet2_1,Tweet2_2,Tweet2_3,Tweet3_order,Tweet3_1,Tweet3_2,Tweet3_3,Tweet4_order,Tweet4_1,Tweet4_2,Tweet4_3,Tweet5_order,Tweet5_1,Tweet5_2,Tweet5_3,Tweet6_order,Tweet6_1,Tweet6_2,Tweet6_3,Tweet7_order,Tweet7_1,Tweet7_2,Tweet7_3,Tweet8_order,Tweet8_1,Tweet8_2,Tweet8_3,sex,Age,Sect,EdLvl,HHIncome,Job,JobDes,NoJob
403,5,20,31,11/17/17,4,4,2,4,4,3,4,2,4,2,4,4,3,4,3,4,3,4,4,4,4,5,5,4,3,3,4,3,4,4,3,4,4,3,4,3,4,3,4,2,NA,2,2,2,2,1,2,2,2,3,3,4,4,1,4,2,15,NA,NA,NA,1,10,NA,NA,NA,1,2,3,5,13,NA,NA,NA,NA,3,4,13,NA,NA,5,1,2,2,2,2,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,3,1,1,5,7,6,2,1,3,3,1,7,10,10,2,8,6,7,1,2,10,10,2,4,6,7,1,3,8,8,1,2,15,8,3,3,1,3,6
404,5,20,31,11/17/17,4,3,3,3,4,3,2,3,3,3,2,4,1,1,5,1,5,1,1,1,2,2,2,3,2,1,2,2,2,3,2,2,2,2,5,3,5,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,2,NA,NA,NA,1,10,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,1,1,2,1,2,2,1,2,1,NA,NA,NA,1,2,3,6,2,5,2,2,2,5,7,4,3,1,3,NA,NA,NA,2,NA,NA,NA,4,10,10,6,5,3,3,2,6,9,7,5,8,10,10,4,1,10,9,6,2,24,8,5,5,1,3,6
405,5,20,31,11/17/17,4,4,2,4,3,4,4,1,4,1,5,3,4,4,3,4,3,4,5,4,5,4,5,5,5,1,4,2,4,4,2,4,2,4,5,3,5,3,4,1,3,1,3,2,2,2,3,3,2,3,1,4,4,2,4,4,15,NA,NA,NA,1,10,NA,NA,NA,1,2,8,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,2,1,NA,NA,NA,1,4,4,6,1,5,2,2,2,2,3,2,2,1,6,8,10,5,2,3,1,1,5,9,10,6,1,7,8,5,7,8,8,3,8,9,9,5,4,8,8,6,1,11,8,5,4,1,3,6
406,5,20,31,11/17/17,4,4,2,4,2,4,4,2,4,2,4,3,4,4,2,4,2,4,4,4,5,5,5,5,5,1,4,4,4,4,2,4,4,4,4,4,4,2,4,2,3,1,2,1,1,2,2,2,2,3,2,4,4,1,4,2,15,NA,NA,NA,1,10,NA,NA,NA,1,6,8,13,NA,NA,NA,NA,NA,3,4,NA,NA,NA,1,1,2,2,2,2,1,2,1,NA,NA,NA,1,3,1,6,1,5,2,2,1,4,8,1,1,1,2,9,10,7,6,3,2,1,5,9,10,6,3,10,10,7,4,9,9,6,1,7,7,4,7,9,10,3,1,13,8,3,4,1,3,6
407,5,20,31,11/17/17,5,4,2,4,2,4,4,1,4,1,4,3,2,2,4,2,4,2,3,3,4,4,4,4,3,3,4,4,4,4,2,4,4,4,4,4,4,2,5,2,3,2,2,1,1,1,2,2,2,3,4,4,3,1,4,4,15,NA,NA,NA,1,2,6,NA,NA,1,3,5,6,13,NA,NA,NA,NA,3,14,NA,NA,NA,1,1,2,2,2,2,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,3,10,10,6,4,1,1,1,7,9,10,1,5,8,9,1,6,9,9,1,8,8,8,1,1,9,7,1,2,41,8,2,3,1,19,6
408,3,10,18,11/23/17,4,2,2,4,4,2,2,4,4,1,2,4,2,2,4,2,NA,2,3,3,4,4,4,5,4,3,NA,3,3,4,4,3,4,4,4,3,4,2,3,3,3,2,3,2,1,2,2,3,3,3,3,4,4,1,4,4,15,NA,NA,NA,1,10,NA,NA,NA,1,2,3,6,10,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,1,1,1,6,6,6,1,2,1,1,1,8,10,11,1,4,1,1,1,7,11,9,1,1,NA,NA,NA,3,11,11,1,2,15,8,3,3,1,38,6
409,3,10,18,11/23/17,4,2,2,4,3,2,2,4,3,1,2,4,NA,3,3,3,3,3,3,3,4,3,4,4,3,3,5,5,5,4,2,4,4,4,5,4,5,3,3,3,3,2,3,2,2,2,3,2,3,3,2,4,4,2,4,4,15,NA,NA,NA,1,10,NA,NA,NA,1,2,3,8,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,3,1,NA,NA,NA,1,5,4,6,2,5,2,2,2,2,3,1,1,1,8,1,1,1,6,1,1,1,4,8,11,1,1,6,5,1,2,11,9,1,5,NA,NA,NA,7,11,11,1,1,17,8,3,4,1,39,6
410,3,10,18,11/23/17,5,4,2,4,2,4,3,2,4,1,4,3,2,3,4,NA,NA,2,3,3,4,4,4,4,4,1,4,3,4,4,4,4,4,4,4,3,4,3,4,3,3,2,3,2,2,2,3,2,3,3,3,4,4,1,4,4,15,NA,NA,NA,1,10,NA,NA,NA,1,6,8,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,4,1,NA,NA,NA,1,5,4,6,1,5,2,2,2,3,7,1,1,1,2,6,6,1,1,1,1,1,5,5,5,1,6,9,9,1,8,NA,NA,1,4,6,6,1,3,9,9,1,2,42,8,4,4,1,28,6
411,3,10,18,11/23/17,5,5,1,5,2,4,4,2,4,1,4,2,2,3,4,3,NA,2,2,2,4,4,4,4,4,1,3,3,3,2,4,2,4,3,4,2,5,3,4,3,3,2,4,2,2,2,2,3,3,3,3,4,4,2,3,4,15,NA,NA,NA,1,10,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,4,1,NA,NA,NA,1,4,1,6,1,5,2,1,2,2,4,1,1,1,1,6,6,1,2,1,1,1,6,6,6,3,5,9,9,1,3,NA,NA,1,8,1,1,1,7,NA,NA,1,1,11,8,3,NA,2,2,3
412,3,10,18,11/23/17,5,5,1,5,1,4,4,2,4,1,4,3,2,3,NA,NA,NA,2,3,2,4,4,4,4,4,1,3,2,3,NA,4,2,2,4,4,3,4,5,4,3,3,2,4,3,3,4,3,4,4,4,3,4,4,3,4,4,15,NA,NA,NA,1,10,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,2,1,2,2,2,2,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,1,1,1,7,6,6,1,1,1,1,1,5,NA,NA,1,2,10,10,1,8,NA,NA,1,4,NA,NA,1,3,8,8,1,1,21,8,3,3,2,2,2
413,3,10,18,11/23/17,4,2,3,4,3,NA,2,3,3,1,2,4,4,3,3,3,NA,4,3,3,4,3,3,4,4,2,4,4,4,4,2,4,4,4,4,4,5,3,3,3,3,2,3,2,2,2,3,2,3,3,1,4,4,2,4,4,15,NA,NA,NA,1,10,NA,NA,NA,1,3,5,6,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,1,1,1,5,6,5,1,3,1,1,1,2,11,11,4,7,7,6,1,1,11,11,5,4,NA,NA,1,6,11,11,5,2,22,8,4,4,1,12,6
414,3,10,18,11/23/17,5,4,2,4,3,4,2,2,4,1,2,2,3,3,3,3,3,3,3,3,4,3,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,4,4,4,2,4,2,2,4,4,15,NA,NA,NA,1,1,4,7,8,1,1,2,4,10,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,6,6,1,6,NA,NA,1,8,NA,NA,1,3,11,11,1,5,NA,NA,1,4,10,10,1,2,NA,NA,1,1,11,11,6,1,31,7,3,3,1,6,6
415,3,10,18,11/23/17,4,2,4,4,3,2,2,4,NA,1,2,4,3,3,3,NA,4,3,3,3,4,3,4,4,4,3,4,4,4,5,2,4,4,4,5,4,4,4,2,2,3,2,3,3,3,3,4,3,3,3,1,4,4,2,4,4,15,NA,NA,NA,1,10,NA,NA,NA,1,2,3,6,8,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,3,1,NA,NA,NA,1,5,4,6,2,5,2,2,2,2,7,1,1,1,3,NA,NA,1,1,1,1,1,6,8,11,1,4,6,9,1,2,11,11,4,5,11,9,1,8,11,11,11,2,34,8,3,4,1,32,6
416,3,10,18,11/23/17,5,5,1,5,2,4,4,2,4,1,4,2,2,2,4,2,3,2,4,4,4,4,4,5,3,1,NA,3,4,3,4,3,4,4,4,3,4,3,4,3,3,1,2,2,1,2,2,2,2,2,3,4,4,1,4,4,15,NA,NA,NA,1,10,NA,NA,NA,1,3,6,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,1,1,6,NA,NA,1,3,1,1,1,1,8,8,1,8,1,1,1,4,11,11,1,5,NA,NA,NA,7,11,11,11,2,38,8,2,3,1,42,6
417,3,10,18,11/23/17,4,3,2,4,3,4,2,2,NA,1,2,4,2,3,3,NA,3,3,3,3,4,3,4,4,4,3,4,4,4,4,2,4,4,4,4,4,4,3,3,3,3,2,2,2,1,2,2,1,3,3,2,3,4,1,4,4,14,NA,NA,NA,3,10,NA,NA,NA,1,2,3,6,8,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,2,1,NA,NA,NA,1,5,4,6,2,5,2,2,2,3,2,1,1,1,1,1,1,1,6,1,1,1,3,8,10,1,7,6,8,1,5,11,11,1,8,11,11,1,4,11,11,1,2,39,8,3,5,1,28,6
418,3,10,18,11/23/17,5,4,2,4,4,4,2,2,4,1,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,2,4,3,3,3,3,4,4,4,2,4,4,3,4,4,15,NA,NA,NA,1,10,NA,NA,NA,1,3,8,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,1,1,1,4,NA,NA,1,3,1,1,1,5,NA,NA,1,8,1,1,1,1,11,11,1,2,10,10,1,7,11,11,1,1,14,8,3,3,1,41,6
419,3,10,18,11/23/17,5,4,2,NA,3,4,2,2,4,1,2,2,NA,NA,4,NA,NA,3,3,3,4,3,4,4,4,3,4,4,4,4,2,4,4,4,4,4,4,3,4,3,3,2,2,2,2,2,3,2,2,2,2,4,4,1,3,3,15,NA,NA,NA,1,10,NA,NA,NA,1,3,5,6,NA,NA,NA,NA,NA,1,2,4,NA,NA,1,1,2,2,2,2,1,2,1,2,NA,NA,1,4,3,4,2,3,2,2,2,4,4,1,1,1,8,1,1,1,5,1,1,1,6,11,11,6,1,7,8,4,2,11,11,1,3,NA,NA,NA,7,11,11,8,2,27,8,4,5,1,9,6
420,3,10,18,11/23/17,5,2,3,4,4,3,2,3,NA,1,2,NA,3,3,3,NA,NA,3,3,3,4,4,4,4,3,3,4,4,4,5,3,4,4,4,4,4,4,3,2,3,3,2,3,2,1,2,2,2,3,3,2,2,4,1,3,4,7,NA,NA,NA,1,10,NA,NA,NA,1,2,3,10,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,2,1,2,NA,NA,1,4,3,4,2,3,2,2,2,2,1,1,1,1,3,1,1,1,5,1,1,1,6,11,11,8,4,8,8,1,7,11,11,4,8,NA,NA,1,2,11,11,7,2,32,8,4,3,1,4,6
421,3,10,18,11/23/17,5,4,2,4,3,4,4,2,4,1,4,3,NA,NA,NA,NA,NA,3,3,3,4,4,4,5,4,1,4,4,4,3,3,4,3,4,4,4,4,5,4,3,3,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,15,NA,NA,NA,1,10,NA,NA,NA,1,11,NA,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,NA,NA,5,9,9,1,6,NA,NA,NA,3,6,6,1,1,NA,NA,1,7,NA,NA,NA,8,NA,NA,NA,4,NA,NA,1,1,12,7,3,3,2,2,3
422,3,10,18,11/23/17,5,2,3,4,4,3,2,4,3,1,2,NA,3,3,NA,NA,3,3,3,3,4,3,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,3,2,2,3,2,2,2,2,2,3,2,2,2,1,3,3,1,4,4,2,NA,NA,NA,1,6,9,NA,NA,3,13,NA,NA,NA,NA,NA,NA,NA,3,14,NA,NA,NA,1,1,2,2,2,2,1,2,1,NA,NA,NA,1,5,4,6,2,5,2,2,2,4,2,1,1,1,6,1,1,1,1,1,1,1,7,9,11,2,5,5,5,1,8,11,5,1,4,11,11,1,3,11,11,4,2,15,8,3,4,1,3,6
423,3,10,18,11/23/17,5,4,2,4,3,4,2,2,4,1,2,4,3,3,4,NA,4,2,2,2,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,5,3,4,2,3,2,2,2,2,2,3,2,2,2,1,2,2,1,4,4,1,7,14,NA,3,6,9,NA,NA,7,2,3,5,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,1,1,NA,NA,NA,1,5,4,6,2,5,2,2,2,2,7,1,1,1,8,1,1,1,3,1,1,1,2,8,8,2,4,9,9,3,1,11,11,6,5,6,5,1,6,11,11,6,2,37,3,4,4,1,34,6
424,3,10,18,11/23/17,4,2,3,3,4,3,3,3,3,2,2,4,NA,NA,4,NA,4,4,4,4,4,4,4,4,5,1,2,2,3,3,4,2,2,2,3,2,4,2,3,4,3,1,2,1,1,1,2,1,2,3,1,4,4,2,2,1,15,NA,NA,NA,1,10,NA,NA,NA,1,2,8,NA,NA,NA,NA,NA,NA,1,2,4,NA,NA,1,1,2,1,1,1,1,2,1,2,3,NA,2,1,4,2,3,2,1,2,1,4,2,2,1,1,4,9,7,8,8,3,2,2,5,10,11,10,7,7,6,5,3,8,8,7,6,9,7,5,1,8,9,9,2,12,8,5,5,1,31,6
425,3,10,18,11/23/17,4,5,2,4,3,4,4,2,4,1,4,2,1,2,4,3,4,NA,NA,NA,5,4,4,5,3,1,4,4,4,4,2,4,4,4,4,4,4,2,4,2,3,2,2,1,1,1,2,2,3,2,2,4,4,1,4,2,15,NA,NA,NA,1,10,NA,NA,NA,1,2,3,5,NA,NA,NA,NA,NA,1,4,NA,NA,NA,1,1,2,1,1,2,1,1,1,2,NA,NA,1,3,3,4,2,3,2,2,3,5,5,1,1,1,2,9,8,10,8,3,1,1,6,10,11,8,3,7,6,4,4,9,10,6,1,7,6,3,7,9,8,6,2,19,8,3,3,1,8,6
426,3,10,18,11/23/17,4,2,3,3,3,2,2,4,2,1,2,4,1,1,4,1,5,2,3,2,NA,NA,3,4,3,3,4,4,4,5,2,4,4,4,4,4,4,3,2,4,2,2,3,2,3,2,4,4,3,4,1,4,4,2,4,4,15,NA,NA,NA,1,10,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,1,1,2,1,1,1,2,3,NA,2,3,4,3,3,2,2,2,2,4,7,4,2,1,4,5,4,2,6,3,1,1,2,9,9,7,8,4,4,1,1,8,9,5,5,5,4,1,3,9,10,5,1,13,8,5,5,1,17,6
427,3,10,18,11/23/17,4,4,2,4,2,4,4,2,4,1,4,2,2,2,4,2,4,2,2,2,4,3,3,4,2,2,4,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,3,2,2,2,3,2,3,3,1,4,4,2,4,2,15,NA,NA,NA,1,10,NA,NA,NA,1,2,5,NA,NA,NA,NA,NA,NA,1,13,NA,NA,NA,5,1,2,1,1,2,1,2,1,2,NA,NA,1,4,3,4,3,3,2,2,3,3,2,3,3,1,3,4,3,1,6,3,3,1,1,10,11,7,7,4,5,2,8,6,8,5,5,9,10,7,4,9,10,9,1,16,8,5,5,1,31,6
428,3,10,18,11/23/17,4,4,2,4,5,3,4,3,4,1,4,3,NA,NA,4,3,4,4,4,4,4,3,4,4,3,1,4,4,5,5,2,4,4,4,4,4,4,2,2,1,3,2,2,1,1,1,2,3,2,2,3,2,3,1,4,4,2,NA,NA,NA,1,1,NA,NA,NA,1,8,13,NA,NA,NA,NA,NA,NA,3,14,NA,NA,NA,1,1,2,2,2,2,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,6,5,1,6,9,7,1,5,8,10,1,4,1,1,1,1,7,7,2,8,2,1,1,7,7,7,2,3,9,7,1,2,41,8,3,3,1,3,6
429,3,10,18,11/23/17,5,5,1,5,3,5,5,1,5,1,5,2,4,4,2,4,3,4,4,4,5,5,5,5,5,1,5,4,4,4,2,4,4,5,5,4,5,3,5,3,3,1,3,2,2,2,3,4,3,3,3,4,4,2,4,4,15,NA,NA,NA,1,10,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,2,1,NA,NA,NA,1,4,4,6,1,5,2,2,2,2,3,1,1,1,5,7,10,1,6,1,1,1,8,10,10,3,4,9,10,1,7,7,8,1,2,6,7,3,1,8,6,1,1,9,8,3,3,2,2,2
430,3,10,18,11/23/17,4,3,2,4,3,3,4,2,4,2,4,3,2,2,4,2,5,2,2,2,5,3,4,5,5,1,4,4,4,5,2,4,4,4,4,4,5,2,2,5,4,4,3,2,2,2,3,3,3,3,2,4,4,2,2,3,15,NA,NA,NA,1,10,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,1,2,1,2,2,1,2,1,3,NA,NA,1,3,1,6,3,5,2,2,2,4,1,8,9,7,2,7,6,3,8,10,10,6,3,9,10,7,5,4,3,1,4,9,9,9,6,5,6,2,7,8,8,6,2,14,3,5,5,1,3,6
431,3,10,18,11/23/17,5,5,2,5,3,4,4,2,4,2,4,3,2,3,4,3,4,4,4,4,5,5,5,5,5,1,4,4,4,4,2,4,4,4,5,4,5,2,5,3,3,1,2,1,1,1,2,3,3,3,4,1,3,1,3,3,2,NA,NA,NA,1,2,NA,NA,NA,1,6,13,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,1,1,2,2,2,2,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,1,4,8,9,4,7,2,2,1,2,8,8,1,6,8,10,2,3,9,7,3,8,8,7,2,5,8,8,2,2,45,8,3,4,1,3,6
432,5,21,33,11/15/17,5,5,2,5,2,4,3,2,4,1,3,NA,NA,3,4,4,3,2,2,2,5,3,4,4,4,3,4,3,4,4,4,4,3,4,4,4,4,4,4,3,3,3,4,3,2,3,3,3,4,4,3,4,4,2,3,3,15,NA,NA,NA,1,10,NA,NA,NA,1,1,2,4,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,1,2,2,2,2,1,3,1,NA,NA,NA,1,5,4,6,1,5,2,2,2,1,1,6,4,1,5,NA,NA,1,7,NA,NA,1,8,11,11,3,4,NA,NA,1,6,11,8,1,3,6,6,1,2,11,10,1,1,21,7,4,4,1,30,6
433,5,21,33,11/15/17,5,5,1,5,3,4,3,2,4,1,3,3,NA,3,3,4,2,3,3,3,5,3,5,5,NA,4,4,4,4,4,4,4,4,4,4,4,5,2,4,3,3,1,2,1,1,1,2,2,3,3,4,4,3,1,3,4,15,NA,NA,NA,1,6,NA,NA,NA,1,3,6,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,5,1,NA,NA,NA,1,4,4,6,2,5,2,2,2,3,6,1,1,1,2,1,1,1,3,1,1,1,1,11,11,5,8,11,6,1,5,8,8,1,4,NA,NA,1,7,11,11,1,2,36,8,3,4,1,8,6
434,5,21,33,11/15/17,5,5,1,5,1,5,4,1,5,1,3,2,NA,NA,NA,NA,NA,3,3,3,5,5,5,5,5,1,NA,NA,3,3,4,3,NA,4,4,3,5,4,4,3,3,1,3,2,1,2,2,4,4,3,4,4,4,1,4,4,15,NA,NA,NA,1,10,NA,NA,NA,1,3,6,8,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,1,1,1,3,1,1,1,6,1,1,1,7,10,6,1,5,11,10,1,4,8,8,1,2,NA,NA,1,1,4,4,1,1,25,8,3,3,2,2,2
435,5,21,33,11/16/17,5,5,1,5,3,3,3,2,4,1,2,4,3,3,4,3,NA,3,3,3,5,3,4,4,5,3,5,4,4,4,2,4,3,4,4,4,5,3,4,3,3,NA,2,2,1,2,2,2,2,2,3,4,4,1,3,4,15,NA,NA,NA,1,10,NA,NA,NA,1,2,4,6,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,4,1,NA,NA,NA,1,4,3,6,2,5,2,2,2,5,3,NA,NA,1,4,1,1,1,7,6,6,1,8,11,11,2,2,6,6,1,1,11,11,8,5,1,1,1,6,11,11,4,2,31,7,3,4,1,5,6
436,5,21,33,11/16/17,5,3,2,4,4,4,2,2,4,1,2,4,2,3,4,3,NA,3,3,3,4,3,3,4,NA,3,5,5,5,4,2,4,4,4,4,4,5,2,4,3,3,2,2,1,1,2,2,3,2,2,3,4,4,1,3,3,15,NA,NA,NA,1,10,NA,NA,NA,1,3,5,6,13,NA,NA,NA,NA,4,2,10,12,NA,1,1,2,2,2,2,1,4,1,3,NA,NA,1,5,1,6,2,5,2,2,2,1,6,1,1,1,4,1,1,1,1,1,1,1,2,11,11,7,8,NA,NA,1,7,11,11,4,3,3,2,1,5,11,11,6,2,21,8,4,4,1,47,6
437,5,21,33,11/16/17,5,2,3,4,4,NA,2,NA,4,1,2,4,NA,3,4,NA,4,3,3,3,5,3,3,4,3,3,5,5,5,5,2,5,5,5,5,4,5,3,3,3,3,1,2,2,1,3,2,1,2,2,2,4,4,1,3,3,15,NA,NA,NA,1,10,NA,NA,NA,1,3,5,6,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,1,2,2,2,2,1,3,1,NA,NA,NA,1,4,3,6,2,5,2,2,2,2,5,1,1,1,1,1,1,1,6,1,1,1,8,11,11,4,7,11,9,3,3,11,11,5,4,6,6,1,2,11,11,6,1,4,8,5,4,2,2,1
438,5,21,33,11/16/17,5,4,2,4,3,4,3,2,4,1,2,NA,2,3,4,3,NA,2,3,3,5,5,5,5,5,1,4,3,4,3,4,4,NA,4,4,4,4,3,3,3,3,2,3,2,2,2,2,3,3,3,3,4,4,1,4,4,15,NA,NA,NA,1,10,NA,NA,NA,1,6,8,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,1,6,NA,NA,1,5,1,1,1,8,8,8,1,4,9,8,1,1,10,10,1,7,1,1,1,2,11,11,1,1,14,8,3,3,2,2,3
439,5,21,32,11/15/17,5,4,3,4,3,3,2,2,4,1,2,4,4,4,2,4,3,4,4,4,3,2,4,4,3,3,4,4,4,4,2,4,4,4,4,5,4,3,2,2,2,2,4,2,2,2,3,3,4,4,4,4,4,2,4,4,15,NA,NA,NA,1,10,NA,NA,NA,1,1,2,3,4,5,6,7,8,1,14,NA,NA,NA,1,1,2,2,2,2,1,2,1,NA,NA,NA,1,5,3,6,2,5,2,2,2,4,6,1,1,1,3,1,1,1,5,1,1,1,2,11,11,4,4,1,1,1,7,11,11,1,8,1,1,1,1,11,11,1,2,13,1,4,3,1,16,6
440,5,21,32,11/15/17,5,3,3,4,3,2,2,4,3,1,2,4,2,2,4,2,4,2,2,2,4,3,5,4,4,3,5,5,5,5,3,5,4,5,5,4,4,3,2,2,3,2,2,2,2,2,3,2,3,3,1,4,4,1,4,4,15,NA,NA,NA,1,10,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,4,1,NA,NA,NA,1,5,4,6,2,5,2,2,2,5,7,1,1,1,6,NA,NA,1,5,1,1,1,1,11,11,4,2,NA,NA,1,8,11,11,4,4,11,11,1,3,11,11,1,2,29,2,5,5,1,3,6
441,5,21,32,11/15/17,5,5,1,5,3,4,3,2,4,1,2,3,NA,3,4,4,3,2,3,2,4,3,4,4,5,3,5,5,5,4,4,4,5,5,5,4,4,3,3,3,3,1,2,2,1,2,2,2,2,3,3,3,3,1,4,4,7,NA,NA,NA,1,2,5,NA,NA,1,3,5,6,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,1,2,NA,NA,1,8,1,1,1,5,11,11,5,1,NA,NA,1,7,11,11,1,6,NA,NA,1,4,11,11,1,2,41,8,3,3,1,15,6
442,5,21,32,11/16/17,5,5,1,5,2,5,4,1,5,1,4,2,NA,2,NA,2,3,NA,NA,NA,5,5,5,5,5,4,5,5,5,4,3,5,4,5,5,5,5,4,5,3,3,2,3,2,2,2,3,4,3,3,3,4,4,1,4,4,15,NA,NA,NA,1,10,NA,NA,NA,1,3,5,6,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,5,1,NA,NA,NA,1,5,4,6,2,5,2,2,2,5,6,1,1,1,1,1,1,1,2,1,1,1,7,11,11,2,5,NA,NA,1,8,11,10,1,4,2,2,1,3,11,9,1,1,25,8,3,4,2,2,2
443,5,21,33,11/16/17,5,5,2,5,3,4,5,1,4,2,4,2,3,3,4,3,4,3,4,3,5,5,4,4,4,3,4,4,4,4,2,4,3,4,4,4,4,3,4,3,3,1,2,2,2,2,2,3,3,2,4,2,2,1,2,2,2,NA,NA,NA,1,9,NA,NA,NA,3,3,5,6,13,NA,NA,NA,NA,3,2,12,NA,NA,1,1,2,2,1,2,1,1,1,4,NA,NA,1,3,3,6,2,5,2,2,2,1,6,1,1,1,1,7,7,7,2,1,1,1,5,8,9,9,7,NA,NA,NA,8,7,7,NA,3,6,6,1,4,11,11,1,2,4,8,5,3,2,2,1
